lr_pair	ligand_gene_symbol	receptor_gene_symbol	ligand_gene_id	receptor_gene_id	ligand_ensembl_protein_id	receptor_ensembl_protein_id	ligand_ensembl_gene_id	receptor_ensembl_gene_id	evidence
PTH_GPR84	PTH	GPR84	5741	53831	ENSP00000282091	ENSP00000450310	ENSG00000152266	ENSG00000139572	32196115
PTH_PTH1R	PTH	PTH1R	5741	5745	ENSP00000282091	ENSP00000321999	ENSG00000152266	ENSG00000160801	12947048
PTH_VIPR1	PTH	VIPR1	5741	7433	ENSP00000282091	ENSP00000327246	ENSG00000152266	ENSG00000114812	32196115
PTH_GPR20	PTH	GPR20	5741	2843	ENSP00000282091	ENSP00000366970	ENSG00000152266	ENSG00000204882	32196115
PTH_ADRB3	PTH	ADRB3	5741	155	ENSP00000282091	ENSP00000343782	ENSG00000152266	ENSG00000188778	32196115
PTH_TSHR	PTH	TSHR	5741	7253	ENSP00000282091	ENSP00000441235	ENSG00000152266	ENSG00000165409	32196115
BMP3_ACVR2B	BMP3	ACVR2B	651	93	ENSP00000282701	ENSP00000340361	ENSG00000152785	ENSG00000114739	22074949
BMP3_BMPR2	BMP3	BMPR2	651	659	ENSP00000282701	ENSP00000363708	ENSG00000152785	ENSG00000204217	11263666,15621726
BMP3_BMPR1A	BMP3	BMPR1A	651	657	ENSP00000282701	ENSP00000361107	ENSG00000152785	ENSG00000107779	11263666,15621726
BMP3_BMPR1B	BMP3	BMPR1B	651	658	ENSP00000282701	ENSP00000401907	ENSG00000152785	ENSG00000138696	11263666,15621726
BMP6_HJV	BMP6	HJV	654	148738	ENSP00000283147	ENSP00000337014	ENSG00000153162	ENSG00000168509	23029472
BMP6_BMPR2	BMP6	BMPR2	654	659	ENSP00000283147	ENSP00000363708	ENSG00000153162	ENSG00000204217	11401330,15621726
BMP6_BMPR1A	BMP6	BMPR1A	654	657	ENSP00000283147	ENSP00000361107	ENSG00000153162	ENSG00000107779	10504300,15621726
BMP6_BMPR1B	BMP6	BMPR1B	654	658	ENSP00000283147	ENSP00000401907	ENSG00000153162	ENSG00000138696	10504300,15621726
SEMA3D_PLXND1	SEMA3D	PLXND1	223117	23129	ENSP00000284136	ENSP00000317128	ENSG00000153993	ENSG00000004399	31163177
WNT3A_LRP5	WNT3A	LRP5	89780	4041	ENSP00000284523	ENSP00000294304	ENSG00000154342	ENSG00000162337	25425204
WNT3A_FZD5	WNT3A	FZD5	89780	7855	ENSP00000284523	ENSP00000354607	ENSG00000154342	ENSG00000163251	22753465
WNT3A_ROR1	WNT3A	ROR1	89780	4919	ENSP00000284523	ENSP00000360120	ENSG00000154342	ENSG00000185483	27709494
WNT3A_ATP6AP2	WNT3A	ATP6AP2	89780	10159	ENSP00000284523	ENSP00000367697	ENSG00000154342	ENSG00000182220	32196115
WNT3A_APCDD1	WNT3A	APCDD1	89780	147495	ENSP00000284523	ENSP00000347433	ENSG00000154342	ENSG00000154856	20393562
WNT3A_RYK	WNT3A	RYK	89780	6259	ENSP00000284523	ENSP00000478721	ENSG00000154342	ENSG00000163785	15454084
WNT3A_FZD1	WNT3A	FZD1	89780	8321	ENSP00000284523	ENSP00000287934	ENSG00000154342	ENSG00000157240	10557084
WNT3A_FZD7	WNT3A	FZD7	89780	8324	ENSP00000284523	ENSP00000286201	ENSG00000154342	ENSG00000155760	18215320
WNT3A_FZD3	WNT3A	FZD3	89780	7976	ENSP00000284523	ENSP00000437489	ENSG00000154342	ENSG00000104290	18212053
WNT3A_FZD8	WNT3A	FZD8	89780	8325	ENSP00000284523	ENSP00000363826	ENSG00000154342	ENSG00000177283	22303445
WNT3A_FZD2	WNT3A	FZD2	89780	2535	ENSP00000284523	ENSP00000323901	ENSG00000154342	ENSG00000180340	18215320
WNT3A_FZD6	WNT3A	FZD6	89780	8323	ENSP00000284523	ENSP00000351605	ENSG00000154342	ENSG00000164930	21665003
APP_VLDLR	APP	VLDLR	351	7436	ENSP00000284981	ENSP00000371532	ENSG00000142192	ENSG00000147852	22429478
APP_MTNR1A	APP	MTNR1A	351	4543	ENSP00000284981	ENSP00000302811	ENSG00000142192	ENSG00000168412	32196115
APP_FPR2	APP	FPR2	351	2358	ENSP00000284981	ENSP00000468897	ENSG00000142192	ENSG00000171049	11316806
APP_GRM7	APP	GRM7	351	2917	ENSP00000284981	ENSP00000350348	ENSG00000142192	ENSG00000196277	32196115
APP_LRP10	APP	LRP10	351	26020	ENSP00000284981	ENSP00000352601	ENSG00000142192	ENSG00000197324	22734645
APP_PLD1	APP	PLD1	351	5337	ENSP00000284981	ENSP00000342793	ENSG00000142192	ENSG00000075651	16797788
APP_TSPAN15	APP	TSPAN15	351	23555	ENSP00000284981	ENSP00000362387	ENSG00000142192	ENSG00000099282	28066176
APP_DCC	APP	DCC	351	1630	ENSP00000284981	ENSP00000389140	ENSG00000142192	ENSG00000187323	22782894
APP_CAV1	APP	CAV1	351	857	ENSP00000284981	ENSP00000339191	ENSG00000142192	ENSG00000105974	9553108
APP_RPSA	APP	RPSA	351	3921	ENSP00000284981	ENSP00000346067	ENSG00000142192	ENSG00000168028	24990253
APP_TNFRSF21	APP	TNFRSF21	351	27242	ENSP00000284981	ENSP00000296861	ENSG00000142192	ENSG00000146072	19225519
APP_NCSTN	APP	NCSTN	351	23385	ENSP00000284981	ENSP00000294785	ENSG00000142192	ENSG00000162736	10993067
APP_AGER	APP	AGER	351	177	ENSP00000284981	ENSP00000364210	ENSG00000142192	ENSG00000204305	26758977
WNT7A_LDLR	WNT7A	LDLR	7476	3949	ENSP00000285018	ENSP00000454071	ENSG00000154764	ENSG00000130164	32103204
WNT7A_RECK	WNT7A	RECK	7476	8434	ENSP00000285018	ENSP00000367202	ENSG00000154764	ENSG00000122707	30304675
WNT7A_FZD9	WNT7A	FZD9	7476	8326	ENSP00000285018	ENSP00000345785	ENSG00000154764	ENSG00000188763	15705594
WNT7A_FZD5	WNT7A	FZD5	7476	7855	ENSP00000285018	ENSP00000354607	ENSG00000154764	ENSG00000163251	12857724
DKK2_KREMEN2	DKK2	KREMEN2	27123	79412	ENSP00000285311	ENSP00000304422	ENSG00000155011	ENSG00000131650	12527209
WIF1_RYK	WIF1	RYK	11197	6259	ENSP00000286574	ENSP00000478721	ENSG00000156076	ENSG00000163785	28529460
ADAMTS3_CCBE1	ADAMTS3	CCBE1	9508	147372	ENSP00000286657	ENSP00000404464	ENSG00000156140	ENSG00000183287	27159393
CXCL13_CCR10	CXCL13	CCR10	10563	2826	ENSP00000286758	ENSP00000332504	ENSG00000156234	ENSG00000184451	10706668
CXCL13_CXCR3	CXCL13	CXCR3	10563	2833	ENSP00000286758	ENSP00000362795	ENSG00000156234	ENSG00000186810	11554781
CXCL13_GRM7	CXCL13	GRM7	10563	2917	ENSP00000286758	ENSP00000350348	ENSG00000156234	ENSG00000196277	32196115
CXCL13_CXCR5	CXCL13	CXCR5	10563	643	ENSP00000286758	ENSP00000292174	ENSG00000156234	ENSG00000160683	10699158,24218476
CXCL13_MTNR1A	CXCL13	MTNR1A	10563	4543	ENSP00000286758	ENSP00000302811	ENSG00000156234	ENSG00000168412	32196115
GDF6_BMPR2	GDF6	BMPR2	392255	659	ENSP00000287020	ENSP00000363708	ENSG00000156466	ENSG00000204217	16049014
GDF6_BMPR1A	GDF6	BMPR1A	392255	657	ENSP00000287020	ENSP00000361107	ENSG00000156466	ENSG00000107779	16049014
GDF6_BMPR1B	GDF6	BMPR1B	392255	658	ENSP00000287020	ENSP00000401907	ENSG00000156466	ENSG00000138696	9525338
NODAL_ACVR2B	NODAL	ACVR2B	4838	93	ENSP00000287139	ENSP00000340361	ENSG00000156574	ENSG00000114739	11952836
NODAL_SMAD3	NODAL	SMAD3	4838	4088	ENSP00000287139	ENSP00000332973	ENSG00000156574	ENSG00000166949	32196115
NODAL_ACVR1B	NODAL	ACVR1B	4838	91	ENSP00000287139	ENSP00000442656	ENSG00000156574	ENSG00000135503	11952836
SST_SSTR5	SST	SSTR5	6750	6755	ENSP00000287641	ENSP00000293897	ENSG00000157005	ENSG00000162009	7908405
SST_SSTR2	SST	SSTR2	6750	6752	ENSP00000287641	ENSP00000350198	ENSG00000157005	ENSG00000180616	10598788
SST_MTNR1A	SST	MTNR1A	6750	4543	ENSP00000287641	ENSP00000302811	ENSG00000157005	ENSG00000168412	32196115
SST_SSTR3	SST	SSTR3	6750	6753	ENSP00000287641	ENSP00000480971	ENSG00000157005	ENSG00000278195	9784130
SST_GRM7	SST	GRM7	6750	2917	ENSP00000287641	ENSP00000350348	ENSG00000157005	ENSG00000196277	32196115
WNT4_FZD8	WNT4	FZD8	54361	8325	ENSP00000290167	ENSP00000363826	ENSG00000162552	ENSG00000177283	32103204
WNT4_FZD2	WNT4	FZD2	54361	2535	ENSP00000290167	ENSP00000323901	ENSG00000162552	ENSG00000180340	12325120
WNT4_FZD6	WNT4	FZD6	54361	8323	ENSP00000290167	ENSP00000351605	ENSG00000162552	ENSG00000164930	15265686,24032637
ACE_BDKRB2	ACE	BDKRB2	1636	624	ENSP00000290866	ENSP00000450482	ENSG00000159640	ENSG00000168398	10748135
ACE_AGTR2	ACE	AGTR2	1636	186	ENSP00000290866	ENSP00000360973	ENSG00000159640	ENSG00000180772	26198319,32196115
AGRP_MC4R	AGRP	MC4R	181	4160	ENSP00000290953	ENSP00000299766	ENSG00000159723	ENSG00000166603	9311920
AGRP_MC5R	AGRP	MC5R	181	4161	ENSP00000290953	ENSP00000318077	ENSG00000159723	ENSG00000176136	9892020
AGRP_SDC3	AGRP	SDC3	181	9672	ENSP00000290953	ENSP00000344468	ENSG00000159723	ENSG00000162512	11461706
PIP_AQP5	PIP	AQP5	5304	362	ENSP00000291009	ENSP00000293599	ENSG00000159763	ENSG00000161798	18696337
CALM3_KCNQ3	CALM3	KCNQ3	808	3786	ENSP00000291295	ENSP00000373648	ENSG00000160014	ENSG00000184156	12032157
CALM3_KCNQ5	CALM3	KCNQ5	808	56479	ENSP00000291295	ENSP00000345055	ENSG00000160014	ENSG00000185760	29429937
CALM3_ESR1	CALM3	ESR1	808	2099	ENSP00000291295	ENSP00000405330	ENSG00000160014	ENSG00000091831	28174300
CALM3_GRM7	CALM3	GRM7	808	2917	ENSP00000291295	ENSP00000350348	ENSG00000160014	ENSG00000196277	32196115
CALM3_MYLK	CALM3	MYLK	808	4638	ENSP00000291295	ENSP00000353452	ENSG00000160014	ENSG00000065534	14597710
CALM3_PDE1A	CALM3	PDE1A	808	5136	ENSP00000291295	ENSP00000410309	ENSG00000160014	ENSG00000115252	23456740
CALM3_INSR	CALM3	INSR	808	3643	ENSP00000291295	ENSP00000303830	ENSG00000160014	ENSG00000171105	32196115
CALM3_RYR2	CALM3	RYR2	808	6262	ENSP00000291295	ENSP00000355533	ENSG00000160014	ENSG00000198626	31278385
CALM3_PDE1C	CALM3	PDE1C	808	5137	ENSP00000291295	ENSP00000379496	ENSG00000160014	ENSG00000154678	32196115
CALM3_GP6	CALM3	GP6	808	51206	ENSP00000291295	ENSP00000308782	ENSG00000160014	ENSG00000088053	32196115
CALM3_SCN10A	CALM3	SCN10A	808	6336	ENSP00000291295	ENSP00000390600	ENSG00000160014	ENSG00000185313	32196115
CALM3_AQP6	CALM3	AQP6	808	363	ENSP00000291295	ENSP00000477688	ENSG00000160014	ENSG00000086159	32196115
CALM3_GRM5	CALM3	GRM5	808	2915	ENSP00000291295	ENSP00000306138	ENSG00000160014	ENSG00000168959	21508217
CALM3_MYLK2	CALM3	MYLK2	808	85366	ENSP00000291295	ENSP00000365162	ENSG00000160014	ENSG00000101306	32196115
CALM3_AR	CALM3	AR	808	367	ENSP00000291295	ENSP00000363822	ENSG00000160014	ENSG00000169083	25704883
CALM3_AQP1	CALM3	AQP1	808	358	ENSP00000291295	ENSP00000311165	ENSG00000160014	ENSG00000240583	27643892
CALM3_SCN4A	CALM3	SCN4A	808	6329	ENSP00000291295	ENSP00000396320	ENSG00000160014	ENSG00000007314	31072926
TFF2_MUC6	TFF2	MUC6	7032	4588	ENSP00000291526	ENSP00000406861	ENSG00000160181	ENSG00000184956	26201258
TFF1_MUC5AC	TFF1	MUC5AC	7031	4586	ENSP00000291527	ENSP00000485659	ENSG00000160182	ENSG00000215182	15289936
S100B_ALCAM	S100B	ALCAM	6285	214	ENSP00000291700	ENSP00000305988	ENSG00000160307	ENSG00000170017	23729438
S100B_AGER	S100B	AGER	6285	177	ENSP00000291700	ENSP00000364210	ENSG00000160307	ENSG00000204305	20192808
S100A1_TRPM3	S100A1	TRPM3	6271	80036	ENSP00000292169	ENSP00000366314	ENSG00000160678	ENSG00000083067	22451665
S100A1_RYR2	S100A1	RYR2	6271	6262	ENSP00000292169	ENSP00000355533	ENSG00000160678	ENSG00000198626	22728873
S100A1_RYR1	S100A1	RYR1	6271	6261	ENSP00000292169	ENSP00000352608	ENSG00000160678	ENSG00000196218	18650434
S100A1_TLR4	S100A1	TLR4	6271	7099	ENSP00000292169	ENSP00000363089	ENSG00000160678	ENSG00000136869	24833748
S100A1_AGER	S100A1	AGER	6271	177	ENSP00000292169	ENSP00000364210	ENSG00000160678	ENSG00000204305	20192808
SCGB3A1_MARCO	SCGB3A1	MARCO	92304	8685	ENSP00000292641	ENSP00000318916	ENSG00000161055	ENSG00000019169	12847263
HCRT_HCRTR1	HCRT	HCRTR1	3060	3061	ENSP00000293330	ENSP00000384387	ENSG00000161610	ENSG00000121764	9491897
HCRT_NPFFR2	HCRT	NPFFR2	3060	10886	ENSP00000293330	ENSP00000307822	ENSG00000161610	ENSG00000056291	12609745
HCRT_HCRTR2	HCRT	HCRTR2	3060	3062	ENSP00000293330	ENSP00000477548	ENSG00000161610	ENSG00000137252	9491897
SHANK1_ADGRB2	SHANK1	ADGRB2	50944	576	ENSP00000293441	ENSP00000362759	ENSG00000161681	ENSG00000121753	26198319,32196115
SHANK1_ABCA1	SHANK1	ABCA1	50944	19	ENSP00000293441	ENSP00000363868	ENSG00000161681	ENSG00000165029	26198319,32196115
SHANK1_SSTR2	SHANK1	SSTR2	50944	6752	ENSP00000293441	ENSP00000350198	ENSG00000161681	ENSG00000180616	10551867
SHANK1_ADGRL2	SHANK1	ADGRL2	50944	23266	ENSP00000293441	ENSP00000322270	ENSG00000161681	ENSG00000117114	26198319,32196115
SHANK1_ADGRL1	SHANK1	ADGRL1	50944	22859	ENSP00000293441	ENSP00000340688	ENSG00000161681	ENSG00000072071	10964907
WNT1_RYK	WNT1	RYK	7471	6259	ENSP00000293549	ENSP00000478721	ENSG00000125084	ENSG00000163785	15454084
WNT1_ROR2	WNT1	ROR2	7471	4920	ENSP00000293549	ENSP00000364860	ENSG00000125084	ENSG00000169071	15388793
WNT1_LRP5	WNT1	LRP5	7471	4041	ENSP00000293549	ENSP00000294304	ENSG00000125084	ENSG00000162337	11336703
WNT1_FZD9	WNT1	FZD9	7471	8326	ENSP00000293549	ENSP00000345785	ENSG00000125084	ENSG00000188763	9147651
WNT1_FZD3	WNT1	FZD3	7471	7976	ENSP00000293549	ENSP00000437489	ENSG00000125084	ENSG00000104290	14642436
WNT1_FZD8	WNT1	FZD8	7471	8325	ENSP00000293549	ENSP00000363826	ENSG00000125084	ENSG00000177283	15454084
WNT1_FZD5	WNT1	FZD5	7471	7855	ENSP00000293549	ENSP00000354607	ENSG00000125084	ENSG00000163251	32196115
CXCL16_GRM7	CXCL16	GRM7	58191	2917	ENSP00000293778	ENSP00000350348	ENSG00000161921	ENSG00000196277	32196115
CXCL16_MTNR1A	CXCL16	MTNR1A	58191	4543	ENSP00000293778	ENSP00000302811	ENSG00000161921	ENSG00000168412	32196115
CXCL16_CXCR6	CXCL16	CXCR6	58191	10663	ENSP00000293778	ENSP00000395704	ENSG00000161921	ENSG00000172215	14625285
TNFSF12_TNFRSF25	TNFSF12	TNFRSF25	8742	8718	ENSP00000293825	ENSP00000367013	ENSG00000239697	ENSG00000215788	11094155
TNFSF12_TNFRSF12A	TNFSF12	TNFRSF12A	8742	51330	ENSP00000293825	ENSP00000326737	ENSG00000239697	ENSG00000006327	11728344
FGF11_FGFR2	FGF11	FGFR2	2256	2263	ENSP00000293829	ENSP00000410294	ENSG00000161958	ENSG00000066468	16597617
FGF11_FGFR1	FGF11	FGFR1	2256	2260	ENSP00000293829	ENSP00000393312	ENSG00000161958	ENSG00000077782	16597617
FGF11_FGFR3	FGF11	FGFR3	2256	2261	ENSP00000293829	ENSP00000339824	ENSG00000161958	ENSG00000068078	16597617
NTN3_NEO1	NTN3	NEO1	4917	4756	ENSP00000293973	ENSP00000341198	ENSG00000162068	ENSG00000067141	15520228
NTN3_CDON	NTN3	CDON	4917	50937	ENSP00000293973	ENSP00000376458	ENSG00000162068	ENSG00000064309	15520228
FGF19_FGFR2	FGF19	FGFR2	9965	2263	ENSP00000294312	ENSP00000410294	ENSG00000162344	ENSG00000066468	16597617
FGF19_FGFR1	FGF19	FGFR1	9965	2260	ENSP00000294312	ENSP00000393312	ENSG00000162344	ENSG00000077782	16597617
FGF19_FGFR3	FGF19	FGFR3	9965	2261	ENSP00000294312	ENSP00000339824	ENSG00000162344	ENSG00000068078	16597617
DRAXIN_DCC	DRAXIN	DCC	374946	1630	ENSP00000294485	ENSP00000389140	ENSG00000162490	ENSG00000187323	29503192
VCAM1_ITGA4	VCAM1	ITGA4	7412	3676	ENSP00000294728	ENSP00000380227	ENSG00000162692	ENSG00000115232	11751331
VCAM1_ITGB1	VCAM1	ITGB1	7412	3688	ENSP00000294728	ENSP00000379350	ENSG00000162692	ENSG00000150093	11751331
VCAM1_ITGB2	VCAM1	ITGB2	7412	3689	ENSP00000294728	ENSP00000380948	ENSG00000162692	ENSG00000160255	10438935
VCAM1_EZR	VCAM1	EZR	7412	7430	ENSP00000294728	ENSP00000356042	ENSG00000162692	ENSG00000092820	12082081
VCAM1_MSN	VCAM1	MSN	7412	4478	ENSP00000294728	ENSP00000353408	ENSG00000162692	ENSG00000147065	12082081
VCAM1_ITGAD	VCAM1	ITGAD	7412	3681	ENSP00000294728	ENSP00000373854	ENSG00000162692	ENSG00000156886	10438935
ARPC5_ADRB2	ARPC5	ADRB2	10092	154	ENSP00000294742	ENSP00000305372	ENSG00000162704	ENSG00000169252	32196115
ARPC5_LDLR	ARPC5	LDLR	10092	3949	ENSP00000294742	ENSP00000454071	ENSG00000162704	ENSG00000130164	32196115
INHBB_ACVR2B	INHBB	ACVR2B	3625	93	ENSP00000295228	ENSP00000340361	ENSG00000163083	ENSG00000114739	9202237
INHBB_SMAD3	INHBB	SMAD3	3625	4088	ENSP00000295228	ENSP00000332973	ENSG00000163083	ENSG00000166949	32196115
INHBB_ACVR1B	INHBB	ACVR1B	3625	91	ENSP00000295228	ENSP00000442656	ENSG00000163083	ENSG00000135503	11266516
BMP10_ENG	BMP10	ENG	27302	2022	ENSP00000295379	ENSP00000362299	ENSG00000163217	ENSG00000106991	21737454
BMP10_ACVRL1	BMP10	ACVRL1	27302	94	ENSP00000295379	ENSP00000373574	ENSG00000163217	ENSG00000139567	17068149
BMP10_BMPR2	BMP10	BMPR2	27302	659	ENSP00000295379	ENSP00000363708	ENSG00000163217	ENSG00000204217	15621726
BMP10_BMPR1A	BMP10	BMPR1A	27302	657	ENSP00000295379	ENSP00000361107	ENSG00000163217	ENSG00000107779	16049014,28646109
BMP10_BMPR1B	BMP10	BMPR1B	27302	658	ENSP00000295379	ENSP00000401907	ENSG00000163217	ENSG00000138696	15621726
TGFA_ERBB4	TGFA	ERBB4	7039	2066	ENSP00000295400	ENSP00000342235	ENSG00000163235	ENSG00000178568	10918572
COL6A3_ITGB1	COL6A3	ITGB1	1293	3688	ENSP00000295550	ENSP00000379350	ENSG00000163359	ENSG00000150093	32196115
COL6A3_ITGA2	COL6A3	ITGA2	1293	3673	ENSP00000295550	ENSP00000296585	ENSG00000163359	ENSG00000164171	32196115
PROK2_PROKR1	PROK2	PROKR1	60675	10887	ENSP00000295619	ENSP00000303775	ENSG00000163421	ENSG00000169618	12054613
IHH_PTCH1	IHH	PTCH1	3549	5727	ENSP00000295731	ENSP00000332353	ENSG00000163501	ENSG00000185920	11562786
IHH_HHIP	IHH	HHIP	3549	64399	ENSP00000295731	ENSP00000296575	ENSG00000163501	ENSG00000164161	10050855
IHH_BOC	IHH	BOC	3549	91653	ENSP00000295731	ENSP00000418663	ENSG00000163501	ENSG00000144857	20519495
IHH_CDON	IHH	CDON	3549	50937	ENSP00000295731	ENSP00000376458	ENSG00000163501	ENSG00000064309	20519495
IHH_PTCH2	IHH	PTCH2	3549	8643	ENSP00000295731	ENSP00000361266	ENSG00000163501	ENSG00000117425	9811851
CXCL3_MTNR1A	CXCL3	MTNR1A	2921	4543	ENSP00000296026	ENSP00000302811	ENSG00000163734	ENSG00000168412	32196115
CXCL3_CXCR2	CXCL3	CXCR2	2921	3579	ENSP00000296026	ENSP00000319635	ENSG00000163734	ENSG00000180871	10699158,24218476
CXCL3_GRM7	CXCL3	GRM7	2921	2917	ENSP00000296026	ENSP00000350348	ENSG00000163734	ENSG00000196277	32196115
CXCL5_MTNR1A	CXCL5	MTNR1A	6374	4543	ENSP00000296027	ENSP00000302811	ENSG00000163735	ENSG00000168412	32196115
CXCL5_ACKR1	CXCL5	ACKR1	6374	2532	ENSP00000296027	ENSP00000357103	ENSG00000163735	ENSG00000213088	10699158,13679391
CXCL5_CXCR2	CXCL5	CXCR2	6374	3579	ENSP00000296027	ENSP00000319635	ENSG00000163735	ENSG00000180871	10699158,24218476
CXCL5_GRM7	CXCL5	GRM7	6374	2917	ENSP00000296027	ENSP00000350348	ENSG00000163735	ENSG00000196277	32196115
PPBP_MTNR1A	PPBP	MTNR1A	5473	4543	ENSP00000296028	ENSP00000302811	ENSG00000163736	ENSG00000168412	32196115
PPBP_ACKR1	PPBP	ACKR1	5473	2532	ENSP00000296028	ENSP00000357103	ENSG00000163736	ENSG00000213088	10699158
PPBP_CXCR2	PPBP	CXCR2	5473	3579	ENSP00000296028	ENSP00000319635	ENSG00000163736	ENSG00000180871	1427896
PPBP_GRM7	PPBP	GRM7	5473	2917	ENSP00000296028	ENSP00000350348	ENSG00000163736	ENSG00000196277	32196115
PF4_CXCR3	PF4	CXCR3	5196	2833	ENSP00000296029	ENSP00000362795	ENSG00000163737	ENSG00000186810	10699158,24218476
PF4_FGFR2	PF4	FGFR2	5196	2263	ENSP00000296029	ENSP00000410294	ENSG00000163737	ENSG00000066468	9558385
PF4_SDC2	PF4	SDC2	5196	6383	ENSP00000296029	ENSP00000307046	ENSG00000163737	ENSG00000169439	7524669
PF4_ACKR1	PF4	ACKR1	5196	2532	ENSP00000296029	ENSP00000357103	ENSG00000163737	ENSG00000213088	32103204
PF4_GRM7	PF4	GRM7	5196	2917	ENSP00000296029	ENSP00000350348	ENSG00000163737	ENSG00000196277	32196115
PF4_LDLR	PF4	LDLR	5196	3949	ENSP00000296029	ENSP00000454071	ENSG00000163737	ENSG00000130164	11986215
PF4_THBD	PF4	THBD	5196	7056	ENSP00000296029	ENSP00000366307	ENSG00000163737	ENSG00000178726	9395524
PF4_MTNR1A	PF4	MTNR1A	5196	4543	ENSP00000296029	ENSP00000302811	ENSG00000163737	ENSG00000168412	32196115
UCN_CRHR1	UCN	CRHR1	7349	1394	ENSP00000296099	ENSP00000381333	ENSG00000163794	ENSG00000120088	11416224
UCN_CRHR2	UCN	CRHR2	7349	1395	ENSP00000296099	ENSP00000340943	ENSG00000163794	ENSG00000106113	15450949
TDGF1_ACVR2B	TDGF1	ACVR2B	6997	93	ENSP00000296145	ENSP00000340361	ENSG00000241186	ENSG00000114739	19035567
TDGF1_SMAD3	TDGF1	SMAD3	6997	4088	ENSP00000296145	ENSP00000332973	ENSG00000241186	ENSG00000166949	32196115
TDGF1_ACVR1B	TDGF1	ACVR1B	6997	91	ENSP00000296145	ENSP00000442656	ENSG00000241186	ENSG00000135503	11909953
LIPH_LPAR1	LIPH	LPAR1	200879	1902	ENSP00000296252	ENSP00000363553	ENSG00000163898	ENSG00000198121	9716487
LIPH_LPAR4	LIPH	LPAR4	200879	2846	ENSP00000296252	ENSP00000408205	ENSG00000163898	ENSG00000147145	12006486
LIPH_LPAR2	LIPH	LPAR2	200879	9170	ENSP00000296252	ENSP00000443256	ENSG00000163898	ENSG00000064547	16192275
MELTF_TFRC	MELTF	TFRC	4241	7037	ENSP00000296350	ENSP00000353224	ENSG00000163975	ENSG00000072274	12688510
CAMP_P2RX7	CAMP	P2RX7	820	5027	ENSP00000296435	ENSP00000330696	ENSG00000164047	ENSG00000089041	30847383
CAMP_FPR2	CAMP	FPR2	820	2358	ENSP00000296435	ENSP00000468897	ENSG00000164047	ENSG00000171049	11015447
IL15_IL15RA	IL15	IL15RA	3600	3601	ENSP00000296545	ENSP00000380421	ENSG00000164136	ENSG00000134470	15265897
IL15_IL2RA	IL15	IL2RA	3600	3559	ENSP00000296545	ENSP00000369293	ENSG00000164136	ENSG00000134460	8734356
IL15_IL2RG	IL15	IL2RG	3600	3561	ENSP00000296545	ENSP00000363318	ENSG00000164136	ENSG00000147168	15265897
SCGB3A2_MARCO	SCGB3A2	MARCO	117156	8685	ENSP00000296694	ENSP00000318916	ENSG00000164265	ENSG00000019169	12847263
SPINK1_NRSN1	SPINK1	NRSN1	6690	140767	ENSP00000296695	ENSP00000367739	ENSG00000164266	ENSG00000152954	1870127
IL3_CSF2RB	IL3	CSF2RB	3562	1439	ENSP00000296870	ENSP00000384053	ENSG00000164399	ENSG00000100368	11700046
IL3_IL3RA	IL3	IL3RA	3562	3563	ENSP00000296870	ENSP00000327890	ENSG00000164399	ENSG00000185291	11700046
CSF2_ITGB1	CSF2	ITGB1	1437	3688	ENSP00000296871	ENSP00000379350	ENSG00000164400	ENSG00000150093	32196115
CSF2_CSF2RB	CSF2	CSF2RB	1437	1439	ENSP00000296871	ENSP00000384053	ENSG00000164400	ENSG00000100368	2828352
CSF2_CSF2RA	CSF2	CSF2RA	1437	1438	ENSP00000296871	ENSP00000394227	ENSG00000164400	ENSG00000198223	2828352
CSF2_IL3RA	CSF2	IL3RA	1437	3563	ENSP00000296871	ENSP00000327890	ENSG00000164400	ENSG00000185291	7957082
CSF2_SDC2	CSF2	SDC2	1437	6383	ENSP00000296871	ENSP00000307046	ENSG00000164400	ENSG00000169439	10734053
CSF2_CSF3R	CSF2	CSF3R	1437	1441	ENSP00000296871	ENSP00000362195	ENSG00000164400	ENSG00000119535	11091218
FABP5_RXRA	FABP5	RXRA	2171	6256	ENSP00000297258	ENSP00000419692	ENSG00000164687	ENSG00000186350	32196115
SHH_SCUBE2	SHH	SCUBE2	6469	57758	ENSP00000297261	ENSP00000429969	ENSG00000164690	ENSG00000175356	19480626
SHH_BOC	SHH	BOC	6469	91653	ENSP00000297261	ENSP00000418663	ENSG00000164690	ENSG00000144857	17086203
SHH_GPC5	SHH	GPC5	6469	2262	ENSP00000297261	ENSP00000366267	ENSG00000164690	ENSG00000179399	21339334
SHH_CDON	SHH	CDON	6469	50937	ENSP00000297261	ENSP00000376458	ENSG00000164690	ENSG00000064309	17086203
SHH_GAS1	SHH	GAS1	6469	2619	ENSP00000297261	ENSP00000298743	ENSG00000164690	ENSG00000180447	17848687
SHH_PTCH1	SHH	PTCH1	6469	5727	ENSP00000297261	ENSP00000332353	ENSG00000164690	ENSG00000185920	9811851
SHH_PTCH2	SHH	PTCH2	6469	8643	ENSP00000297261	ENSP00000361266	ENSG00000164690	ENSG00000117425	9811851
COL1A2_CD44	COL1A2	CD44	1278	960	ENSP00000297268	ENSP00000398632	ENSG00000164692	ENSG00000026508	1730778
COL1A2_ITGB1	COL1A2	ITGB1	1278	3688	ENSP00000297268	ENSP00000379350	ENSG00000164692	ENSG00000150093	9685391
