lr_pair	ligand_gene_symbol	receptor_gene_symbol	ligand_gene_id	receptor_gene_id	ligand_ensembl_protein_id	receptor_ensembl_protein_id	ligand_ensembl_gene_id	receptor_ensembl_gene_id	evidence
FAM3C_GLRA2	FAM3C	GLRA2	10447	2742	ENSP00000353025	ENSP00000218075	ENSG00000196937	ENSG00000101958	32103204
IL16_KCND1	IL16	KCND1	3603	3750	ENSP00000302935	ENSP00000218176	ENSG00000172349	ENSG00000102057	26198319,32196115
GHRL_MLNR	GHRL	MLNR	51738	2862	ENSP00000335074	ENSP00000218721	ENSG00000157017	ENSG00000102539	12606621
MLN_MLNR	MLN	MLNR	4295	2862	ENSP00000388825	ENSP00000218721	ENSG00000096395	ENSG00000102539	10381885
TNFSF10_TNFRSF10A	TNFSF10	TNFRSF10A	8743	8797	ENSP00000241261	ENSP00000221132	ENSG00000121858	ENSG00000104689	15766588
COL2A1_TNFRSF10A	COL2A1	TNFRSF10A	1280	8797	ENSP00000369889	ENSP00000221132	ENSG00000139219	ENSG00000104689	9811967
RIMS1_SLC17A7	RIMS1	SLC17A7	22999	57030	ENSP00000428417	ENSP00000221485	ENSG00000079841	ENSG00000104888	32196115
APP_APLP1	APP	APLP1	351	333	ENSP00000284981	ENSP00000221891	ENSG00000142192	ENSG00000105290	19126676
BTLA_CD79A	BTLA	CD79A	151888	973	ENSP00000333919	ENSP00000221972	ENSG00000186265	ENSG00000105369	19155498
CXCL8_CD79A	CXCL8	CD79A	3576	973	ENSP00000306512	ENSP00000221972	ENSG00000169429	ENSG00000105369	32196115
FN1_CD79A	FN1	CD79A	2335	973	ENSP00000346839	ENSP00000221972	ENSG00000115414	ENSG00000105369	32196115
KLK3_EPOR	KLK3	EPOR	354	2057	ENSP00000314151	ENSP00000222139	ENSG00000142515	ENSG00000187266	10374881
KITLG_EPOR	KITLG	EPOR	4254	2057	ENSP00000228280	ENSP00000222139	NA	ENSG00000187266	11124255
EPO_EPOR	EPO	EPOR	2056	2057	ENSP00000252723	ENSP00000222139	ENSG00000130427	ENSG00000187266	16982323,10318834,9808045
LAMA1_ITGB8	LAMA1	ITGB8	284217	3696	ENSP00000374309	ENSP00000222573	ENSG00000101680	ENSG00000105855	7542940
VTN_ITGB8	VTN	ITGB8	7448	3696	ENSP00000226218	ENSP00000222573	ENSG00000109072	ENSG00000105855	11156415
COL4A1_ITGB8	COL4A1	ITGB8	1282	3696	ENSP00000364979	ENSP00000222573	ENSG00000187498	ENSG00000105855	7542940
FN1_ITGB8	FN1	ITGB8	2335	3696	ENSP00000346839	ENSP00000222573	ENSG00000115414	ENSG00000105855	7542940
APP_TSPAN12	APP	TSPAN12	351	23554	ENSP00000284981	ENSP00000222747	ENSG00000142192	ENSG00000106025	28066176
ADAM10_TSPAN12	ADAM10	TSPAN12	102	23554	ENSP00000260408	ENSP00000222747	ENSG00000137845	ENSG00000106025	19587294
PLG_PLGRKT	PLG	PLGRKT	5340	55848	ENSP00000308938	ENSP00000223864	ENSG00000122194	ENSG00000107020	19897580
C1QB_C1QBP	C1QB	C1QBP	713	708	ENSP00000313967	ENSP00000225698	ENSG00000173369	ENSG00000108561	31744753
GNRH2_GNRHR	GNRH2	GNRHR	2797	2798	ENSP00000245983	ENSP00000226413	ENSG00000125787	ENSG00000109163	17942747
GNRH1_GNRHR	GNRH1	GNRHR	2796	2798	ENSP00000276414	ENSP00000226413	ENSG00000147437	ENSG00000109163	17452338
HBEGF_CD82	HBEGF	CD82	1839	3732	ENSP00000230990	ENSP00000227155	ENSG00000113070	ENSG00000085117	10749879
IL22_IL10RA	IL22	IL10RA	50616	3587	ENSP00000442424	ENSP00000227752	ENSG00000127318	ENSG00000110324	10875937
IL10_IL10RA	IL10	IL10RA	3586	3587	ENSP00000412237	ENSP00000227752	ENSG00000136634	ENSG00000110324	12974481
S100A8_CD69	S100A8	CD69	6279	969	ENSP00000357722	ENSP00000228434	ENSG00000143546	ENSG00000110848	26296369
TNFSF14_LTBR	TNFSF14	LTBR	8740	4055	ENSP00000469049	ENSP00000228918	ENSG00000125735	ENSG00000111321	10318773
LTA_LTBR	LTA	LTBR	4049	4055	ENSP00000403495	ENSP00000228918	ENSG00000226979	ENSG00000111321	8171323
LTB_LTBR	LTB	LTBR	4050	4055	ENSP00000410481	ENSP00000228918	ENSG00000227507	ENSG00000111321	7995952
WNT7B_FZD10	WNT7B	FZD10	7477	11211	ENSP00000341032	ENSP00000229030	ENSG00000188064	ENSG00000111432	26198319,32196115,32103204
WNT7A_FZD10	WNT7A	FZD10	7476	11211	ENSP00000285018	ENSP00000229030	ENSG00000154764	ENSG00000111432	26198319,32196115
CLEC2D_KLRB1	CLEC2D	KLRB1	29121	3820	ENSP00000261340	ENSP00000229402	ENSG00000069493	ENSG00000111796	24223577,21572041
IL33_IL1RL1	IL33	IL1RL1	90865	9173	ENSP00000370842	ENSP00000233954	ENSG00000137033	ENSG00000115602	23980170
KISS1_KISS1R	KISS1	KISS1R	3814	84634	ENSP00000356162	ENSP00000234371	ENSG00000170498	ENSG00000116014	12944565
PDYN_OPRD1	PDYN	OPRD1	5173	4985	ENSP00000440185	ENSP00000234961	ENSG00000101327	ENSG00000116329	26198319,32196115
GNAI2_OPRD1	GNAI2	OPRD1	2771	4985	ENSP00000312999	ENSP00000234961	ENSG00000114353	ENSG00000116329	1671672
POMC_OPRD1	POMC	OPRD1	5443	4985	ENSP00000384092	ENSP00000234961	ENSG00000115138	ENSG00000116329	15464143
CXCL13_OPRD1	CXCL13	OPRD1	10563	4985	ENSP00000286758	ENSP00000234961	ENSG00000156234	ENSG00000116329	32196115
PENK_OPRD1	PENK	OPRD1	5179	4985	ENSP00000324248	ENSP00000234961	ENSG00000181195	ENSG00000116329	26198319,32196115
CALM2_SELL	CALM2	SELL	805	6402	ENSP00000272298	ENSP00000236147	ENSG00000143933	ENSG00000188404	32196115
PODXL2_SELL	PODXL2	SELL	50512	6402	ENSP00000345359	ENSP00000236147	ENSG00000114631	ENSG00000188404	26198319,32196115
VCAN_SELL	VCAN	SELL	1462	6402	ENSP00000265077	ENSP00000236147	ENSG00000038427	ENSG00000188404	32196115
CD34_SELL	CD34	SELL	947	6402	ENSP00000310036	ENSP00000236147	ENSG00000174059	ENSG00000188404	7692600
MUC7_SELL	MUC7	SELL	4589	6402	ENSP00000407422	ENSP00000236147	ENSG00000171195	ENSG00000188404	9538010
CALM1_SELL	CALM1	SELL	801	6402	ENSP00000349467	ENSP00000236147	ENSG00000198668	ENSG00000188404	21664913
PODXL_SELL	PODXL	SELL	5420	6402	ENSP00000367817	ENSP00000236147	ENSG00000128567	ENSG00000188404	9625756
CALM3_SELL	CALM3	SELL	808	6402	ENSP00000291295	ENSP00000236147	ENSG00000160014	ENSG00000188404	32196115
CFH_SELL	CFH	SELL	3075	6402	ENSP00000356399	ENSP00000236147	ENSG00000000971	ENSG00000188404	26198319,32196115
NPY_PRLHR	NPY	PRLHR	4852	2834	ENSP00000384364	ENSP00000239032	ENSG00000122585	ENSG00000119973	15885496
HLA-E_KLRK1	HLA-E	KLRK1	3133	22914	ENSP00000365817	ENSP00000240618	ENSG00000204592	ENSG00000213809	24223577,24223577
MICB_KLRK1	MICB	KLRK1	4277	22914	ENSP00000252229	ENSP00000240618	ENSG00000204516	ENSG00000213809	11491531
MICA_KLRK1	MICA	KLRK1	100507436	22914	ENSP00000413079	ENSP00000240618	ENSG00000204520	ENSG00000213809	11491531
RAET1L_KLRK1	RAET1L	KLRK1	154064	22914	ENSP00000356310	ENSP00000240618	ENSG00000155918	ENSG00000213809	23025544
ULBP2_KLRK1	ULBP2	KLRK1	80328	22914	ENSP00000356320	ENSP00000240618	ENSG00000131015	ENSG00000213809	10894171
ULBP3_KLRK1	ULBP3	KLRK1	79465	22914	ENSP00000356308	ENSP00000240618	ENSG00000131019	ENSG00000213809	20530255
RAET1E_KLRK1	RAET1E	KLRK1	135250	22914	ENSP00000349709	ENSP00000240618	ENSG00000164520	ENSG00000213809	12732206
RAET1G_KLRK1	RAET1G	KLRK1	353091	22914	ENSP00000356329	ENSP00000240618	ENSG00000203722	ENSG00000213809	19424970
GHRL_GHSR	GHRL	GHSR	51738	2693	ENSP00000335074	ENSP00000241256	ENSG00000157017	ENSG00000121853	10604470
CORT_GHSR	CORT	GHSR	1325	2693	ENSP00000366248	ENSP00000241256	ENSG00000241563	ENSG00000121853	11227737
INHBC_ACVR2A	INHBC	ACVR2A	3626	92	ENSP00000308716	ENSP00000241416	ENSG00000175189	ENSG00000121989	22710174
GDF9_ACVR2A	GDF9	ACVR2A	2661	92	ENSP00000367942	ENSP00000241416	ENSG00000164404	ENSG00000121989	12135884
BMP7_ACVR2A	BMP7	ACVR2A	655	92	ENSP00000379204	ENSP00000241416	ENSG00000101144	ENSG00000121989	7790373
CFC1_ACVR2A	CFC1	ACVR2A	55997	92	ENSP00000259216	ENSP00000241416	ENSG00000136698	ENSG00000121989	32196115
NODAL_ACVR2A	NODAL	ACVR2A	4838	92	ENSP00000287139	ENSP00000241416	ENSG00000156574	ENSG00000121989	11952836
BMP15_ACVR2A	BMP15	ACVR2A	9210	92	ENSP00000252677	ENSP00000241416	ENSG00000130385	ENSG00000121989	26198319
BMP10_ACVR2A	BMP10	ACVR2A	27302	92	ENSP00000295379	ENSP00000241416	ENSG00000163217	ENSG00000121989	16049014
GDF7_ACVR2A	GDF7	ACVR2A	151449	92	ENSP00000272224	ENSP00000241416	ENSG00000143869	ENSG00000121989	16049014
LEFTY1_ACVR2A	LEFTY1	ACVR2A	10637	92	ENSP00000272134	ENSP00000241416	ENSG00000243709	ENSG00000121989	32196115
INHA_ACVR2A	INHA	ACVR2A	3623	92	ENSP00000243786	ENSP00000241416	ENSG00000123999	ENSG00000121989	12493742
INHBA_ACVR2A	INHBA	ACVR2A	3624	92	ENSP00000242208	ENSP00000241416	ENSG00000122641	ENSG00000121989	12466190
GDF1_ACVR2A	GDF1	ACVR2A	2657	92	ENSP00000247005	ENSP00000241416	ENSG00000130283	ENSG00000121989	24798330
INHBB_ACVR2A	INHBB	ACVR2A	3625	92	ENSP00000295228	ENSP00000241416	ENSG00000163083	ENSG00000121989	12466190
INHBE_ACVR2A	INHBE	ACVR2A	83729	92	ENSP00000266646	ENSP00000241416	ENSG00000139269	ENSG00000121989	22710174
LEFTY2_ACVR2A	LEFTY2	ACVR2A	7044	92	ENSP00000355785	ENSP00000241416	ENSG00000143768	ENSG00000121989	32196115
GDF2_ACVR2A	GDF2	ACVR2A	2658	92	ENSP00000463051	ENSP00000241416	ENSG00000263761	ENSG00000121989	22622516
TDGF1_ACVR2A	TDGF1	ACVR2A	6997	92	ENSP00000296145	ENSP00000241416	ENSG00000241186	ENSG00000121989	12682303
BMP2_ACVR2A	BMP2	ACVR2A	650	92	ENSP00000368104	ENSP00000241416	ENSG00000125845	ENSG00000121989	21702718
BMP6_ACVR2A	BMP6	ACVR2A	654	92	ENSP00000283147	ENSP00000241416	ENSG00000153162	ENSG00000121989	10504300
GDF11_ACVR2A	GDF11	ACVR2A	10220	92	ENSP00000257868	ENSP00000241416	ENSG00000135414	ENSG00000121989	26198319,32196115
GDF5_ACVR2A	GDF5	ACVR2A	8200	92	ENSP00000363492	ENSP00000241416	ENSG00000125965	ENSG00000121989	8702914
FLT3LG_FLT3	FLT3LG	FLT3	2323	2322	ENSP00000469613	ENSP00000241453	ENSG00000090554	ENSG00000122025	9651358
ADCYAP1_RAMP3	ADCYAP1	RAMP3	116	10268	ENSP00000462647	ENSP00000242249	ENSG00000141433	ENSG00000122679	23745705
GHRH_RAMP3	GHRH	RAMP3	2691	10268	ENSP00000362716	ENSP00000242249	ENSG00000118702	ENSG00000122679	32196115
CALCA_RAMP3	CALCA	RAMP3	796	10268	ENSP00000331746	ENSP00000242249	ENSG00000110680	ENSG00000122679	30139742
ADM_RAMP3	ADM	RAMP3	133	10268	ENSP00000436607	ENSP00000242249	ENSG00000148926	ENSG00000122679	14712479
CGA_RAMP3	CGA	RAMP3	1081	10268	ENSP00000482232	ENSP00000242249	ENSG00000135346	ENSG00000122679	32196115
GCG_RAMP3	GCG	RAMP3	2641	10268	ENSP00000387662	ENSP00000242249	ENSG00000115263	ENSG00000122679	19886671
TSHB_RAMP3	TSHB	RAMP3	7252	10268	ENSP00000256592	ENSP00000242249	ENSG00000134200	ENSG00000122679	32196115
PTH2_RAMP3	PTH2	RAMP3	113091	10268	ENSP00000270631	ENSP00000242249	ENSG00000142538	ENSG00000122679	12446722
AVP_RAMP3	AVP	RAMP3	551	10268	ENSP00000369647	ENSP00000242249	ENSG00000101200	ENSG00000122679	32196115
VIP_RAMP3	VIP	RAMP3	7432	10268	ENSP00000356213	ENSP00000242249	ENSG00000146469	ENSG00000122679	23745705
PTH_RAMP3	PTH	RAMP3	5741	10268	ENSP00000282091	ENSP00000242249	ENSG00000152266	ENSG00000122679	32196115
ADM2_RAMP3	ADM2	RAMP3	79924	10268	ENSP00000379087	ENSP00000242249	ENSG00000128165	ENSG00000122679	27013657
PTHLH_RAMP3	PTHLH	RAMP3	5744	10268	ENSP00000441765	ENSP00000242249	ENSG00000087494	ENSG00000122679	32196115
NPS_RAMP3	NPS	RAMP3	594857	10268	ENSP00000381105	ENSP00000242249	ENSG00000214285	ENSG00000122679	32196115
FSHB_RAMP3	FSHB	RAMP3	2488	10268	ENSP00000416606	ENSP00000242249	ENSG00000131808	ENSG00000122679	32196115
POMC_RAMP3	POMC	RAMP3	5443	10268	ENSP00000384092	ENSP00000242249	ENSG00000115138	ENSG00000122679	32196115
RLN2_RAMP3	RLN2	RAMP3	6019	10268	ENSP00000371040	ENSP00000242249	ENSG00000107014	ENSG00000122679	32196115
CALCB_RAMP3	CALCB	RAMP3	797	10268	ENSP00000433490	ENSP00000242249	ENSG00000175868	ENSG00000122679	26423127
RLN3_RAMP3	RLN3	RAMP3	117579	10268	ENSP00000397415	ENSP00000242249	ENSG00000171136	ENSG00000122679	32196115
GIP_RAMP3	GIP	RAMP3	2695	10268	ENSP00000350005	ENSP00000242249	ENSG00000159224	ENSG00000122679	32196115
CRH_RAMP3	CRH	RAMP3	1392	10268	ENSP00000276571	ENSP00000242249	ENSG00000147571	ENSG00000122679	32196115
INSL3_RAMP3	INSL3	RAMP3	3640	10268	ENSP00000369017	ENSP00000242249	ENSG00000248099	ENSG00000122679	32196115
CD55_ADGRE5	CD55	ADGRE5	1604	976	ENSP00000356030	ENSP00000242786	ENSG00000196352	ENSG00000123146	12417446
CALM2_PDE1B	CALM2	PDE1B	805	5153	ENSP00000272298	ENSP00000243052	ENSG00000143933	ENSG00000123360	32196115
CALM1_PDE1B	CALM1	PDE1B	801	5153	ENSP00000349467	ENSP00000243052	ENSG00000198668	ENSG00000123360	32196115
CALM3_PDE1B	CALM3	PDE1B	808	5153	ENSP00000291295	ENSP00000243052	ENSG00000160014	ENSG00000123360	32196115
APOA2_LRP1	APOA2	LRP1	336	4035	ENSP00000356969	ENSP00000243077	ENSG00000158874	ENSG00000123384	32196115
AGRN_LRP1	AGRN	LRP1	375790	4035	ENSP00000368678	ENSP00000243077	ENSG00000188157	ENSG00000123384	32196115
GPC3_LRP1	GPC3	LRP1	2719	4035	ENSP00000377836	ENSP00000243077	ENSG00000147257	ENSG00000123384	32196115
PDGFB_LRP1	PDGFB	LRP1	5155	4035	ENSP00000330382	ENSP00000243077	ENSG00000100311	ENSG00000123384	11854294
A2M_LRP1	A2M	LRP1	2	4035	ENSP00000323929	ENSP00000243077	ENSG00000175899	ENSG00000123384	10652313
APOC2_LRP1	APOC2	LRP1	344	4035	ENSP00000466775	ENSP00000243077	ENSG00000234906	ENSG00000123384	32196115
SERPINA1_LRP1	SERPINA1	LRP1	5265	4035	ENSP00000416066	ENSP00000243077	ENSG00000197249	ENSG00000123384	8626456
SERPINE2_LRP1	SERPINE2	LRP1	5270	4035	ENSP00000415786	ENSP00000243077	ENSG00000135919	ENSG00000123384	14596620
HSPG2_LRP1	HSPG2	LRP1	3339	4035	ENSP00000363827	ENSP00000243077	ENSG00000142798	ENSG00000123384	7526899
MMP13_LRP1	MMP13	LRP1	4322	4035	ENSP00000260302	ENSP00000243077	ENSG00000137745	ENSG00000123384	10514495
APOE_LRP1	APOE	LRP1	348	4035	ENSP00000252486	ENSP00000243077	ENSG00000130203	ENSG00000123384	11421580
PCSK9_LRP1	PCSK9	LRP1	255738	4035	ENSP00000303208	ENSP00000243077	ENSG00000169174	ENSG00000123384	28495363
MMP9_LRP1	MMP9	LRP1	4318	4035	ENSP00000361405	ENSP00000243077	ENSG00000100985	ENSG00000123384	11279011
HSP90B1_LRP1	HSP90B1	LRP1	7184	4035	ENSP00000299767	ENSP00000243077	ENSG00000166598	ENSG00000123384	11290339
MDK_LRP1	MDK	LRP1	4192	4035	ENSP00000385451	ENSP00000243077	ENSG00000110492	ENSG00000123384	26198319,32196115,32103204
PLAU_LRP1	PLAU	LRP1	5328	4035	ENSP00000361850	ENSP00000243077	ENSG00000122861	ENSG00000123384	11560943
LRPAP1_LRP1	LRPAP1	LRP1	4043	4035	ENSP00000421922	ENSP00000243077	NA	ENSG00000123384	14596620
C3_LRP1	C3	LRP1	718	4035	ENSP00000245907	ENSP00000243077	ENSG00000125730	ENSG00000123384	10608878
FCN2_LRP1	FCN2	LRP1	2220	4035	ENSP00000291744	ENSP00000243077	ENSG00000160339	ENSG00000123384	21054788
THBS1_LRP1	THBS1	LRP1	7057	4035	ENSP00000260356	ENSP00000243077	ENSG00000137801	ENSG00000123384	9045712
HSP90AA1_LRP1	HSP90AA1	LRP1	3320	4035	ENSP00000335153	ENSP00000243077	ENSG00000080824	ENSG00000123384	31273033,30061663
APOA4_LRP1	APOA4	LRP1	337	4035	ENSP00000350425	ENSP00000243077	ENSG00000110244	ENSG00000123384	32196115
CALR_LRP1	CALR	LRP1	811	4035	ENSP00000320866	ENSP00000243077	ENSG00000179218	ENSG00000123384	14980518,22045000
C1QB_LRP1	C1QB	LRP1	713	4035	ENSP00000313967	ENSP00000243077	ENSG00000173369	ENSG00000123384	11560994
C4BPA_LRP1	C4BPA	LRP1	722	4035	ENSP00000356037	ENSP00000243077	ENSG00000123838	ENSG00000123384	11705989
VWF_LRP1	VWF	LRP1	7450	4035	ENSP00000261405	ENSP00000243077	ENSG00000110799	ENSG00000123384	22234691
F8_LRP1	F8	LRP1	2157	4035	ENSP00000353393	ENSP00000243077	ENSG00000185010	ENSG00000123384	11560943
CCN2_LRP1	CCN2	LRP1	1490	4035	ENSP00000356954	ENSP00000243077	ENSG00000118523	ENSG00000123384	14585398
HPX_LRP1	HPX	LRP1	3263	4035	ENSP00000265983	ENSP00000243077	ENSG00000110169	ENSG00000123384	31078524
APP_LRP1	APP	LRP1	351	4035	ENSP00000284981	ENSP00000243077	ENSG00000142192	ENSG00000123384	12212791
LPL_LRP1	LPL	LRP1	4023	4035	ENSP00000309757	ENSP00000243077	NA	ENSG00000123384	7510694
LIPC_LRP1	LIPC	LRP1	3990	4035	ENSP00000299022	ENSP00000243077	ENSG00000166035	ENSG00000123384	9716487
PF4_LRP1	PF4	LRP1	5196	4035	ENSP00000296029	ENSP00000243077	ENSG00000163737	ENSG00000123384	20806113
PSAP_LRP1	PSAP	LRP1	5660	4035	ENSP00000378394	ENSP00000243077	ENSG00000197746	ENSG00000123384	9707421
WNT3A_LRP1	WNT3A	LRP1	89780	4035	ENSP00000284523	ENSP00000243077	ENSG00000154342	ENSG00000123384	14739301
NODAL_ACVR1C	NODAL	ACVR1C	4838	130399	ENSP00000287139	ENSP00000243349	ENSG00000156574	ENSG00000123612	12606401
INHBB_ACVR1C	INHBB	ACVR1C	3625	130399	ENSP00000295228	ENSP00000243349	ENSG00000163083	ENSG00000123612	15196700
TDGF1_ACVR1C	TDGF1	ACVR1C	6997	130399	ENSP00000296145	ENSP00000243349	ENSG00000241186	ENSG00000123612	11485994
POMC_MC3R	POMC	MC3R	5443	4159	ENSP00000384092	ENSP00000243911	ENSG00000115138	ENSG00000124089	10358030
ASIP_MC3R	ASIP	MC3R	434	4159	ENSP00000454804	ENSP00000243911	ENSG00000101440	ENSG00000124089	9058374
AGRP_MC3R	AGRP	MC3R	181	4159	ENSP00000290953	ENSP00000243911	ENSG00000159723	ENSG00000124089	9311920
IL9_IL9R	IL9	IL9R	3578	3581	ENSP00000274520	ENSP00000244174	ENSG00000145839	ENSG00000124334	9535918
APP_PTGER2	APP	PTGER2	351	5732	ENSP00000284981	ENSP00000245457	ENSG00000142192	ENSG00000125384	24069330
F12_CD93	F12	CD93	2161	22918	ENSP00000253496	ENSP00000246006	ENSG00000131187	ENSG00000125810	11204562
COL4A3_CD93	COL4A3	CD93	1285	22918	ENSP00000379823	ENSP00000246006	ENSG00000169031	ENSG00000125810	1377218
COL4A6_CD93	COL4A6	CD93	1288	22918	ENSP00000378340	ENSP00000246006	ENSG00000197565	ENSG00000125810	1377218
COL4A5_CD93	COL4A5	CD93	1287	22918	ENSP00000331902	ENSP00000246006	ENSG00000188153	ENSG00000125810	1377218
KNG1_CD93	KNG1	CD93	3827	22918	ENSP00000265023	ENSP00000246006	NA	ENSG00000125810	12213329
SFTPA2_CD93	SFTPA2	CD93	729238	22918	ENSP00000361400	ENSP00000246006	ENSG00000185303	ENSG00000125810	9476117
COL4A2_CD93	COL4A2	CD93	1284	22918	ENSP00000353654	ENSP00000246006	ENSG00000134871	ENSG00000125810	1377218
COL4A4_CD93	COL4A4	CD93	1286	22918	ENSP00000379866	ENSP00000246006	ENSG00000081052	ENSG00000125810	9136074
MBL2_CD93	MBL2	CD93	4153	22918	ENSP00000363079	ENSP00000246006	ENSG00000165471	ENSG00000125810	9476117
COL1A2_CD93	COL1A2	CD93	1278	22918	ENSP00000297268	ENSP00000246006	ENSG00000164692	ENSG00000125810	1377218
COL4A1_CD93	COL4A1	CD93	1282	22918	ENSP00000364979	ENSP00000246006	ENSG00000187498	ENSG00000125810	1377218
C1QA_CD93	C1QA	CD93	712	22918	ENSP00000363773	ENSP00000246006	ENSG00000173372	ENSG00000125810	9476117
GNAI2_S1PR4	GNAI2	S1PR4	2771	8698	ENSP00000312999	ENSP00000246115	ENSG00000114353	ENSG00000125910	32196115
KISS1_MMP24	KISS1	MMP24	3814	10893	ENSP00000356162	ENSP00000246186	ENSG00000170498	ENSG00000125966	12879005
IGFL2_IGFLR1	IGFL2	IGFLR1	147920	79713	ENSP00000395219	ENSP00000246532	ENSG00000204866	ENSG00000126246	21454693
IGFL1_IGFLR1	IGFL1	IGFLR1	374918	79713	ENSP00000415823	ENSP00000246532	ENSG00000188293	ENSG00000126246	21454693
IGFL3_IGFLR1	IGFL3	IGFLR1	388555	79713	ENSP00000344860	ENSP00000246532	ENSG00000188624	ENSG00000126246	21454693
CCL21_CCR7	CCL21	CCR7	6366	1236	ENSP00000259607	ENSP00000246657	ENSG00000137077	ENSG00000126353	10699158
CCL19_CCR7	CCL19	CCR7	6363	1236	ENSP00000308815	ENSP00000246657	ENSG00000172724	ENSG00000126353	24218476
HLA-B_CANX	HLA-B	CANX	3106	821	ENSP00000399168	ENSP00000247461	ENSG00000234745	ENSG00000127022	7876141
TNFSF4_TRAF2	TNFSF4	TRAF2	7292	7186	ENSP00000281834	ENSP00000247668	ENSG00000117586	ENSG00000127191	9418902
TNF_TRAF2	TNF	TRAF2	7124	7186	ENSP00000398698	ENSP00000247668	ENSG00000232810	ENSG00000127191	12887920
FADD_TRAF2	FADD	TRAF2	8772	7186	ENSP00000301838	ENSP00000247668	ENSG00000168040	ENSG00000127191	8565075
GSTP1_TRAF2	GSTP1	TRAF2	2950	7186	ENSP00000381607	ENSP00000247668	ENSG00000084207	ENSG00000127191	16636664
F2_F2RL3	F2	F2RL3	2147	9002	ENSP00000308541	ENSP00000248076	ENSG00000180210	ENSG00000127533	12732212
PMCH_MCHR1	PMCH	MCHR1	5367	2847	ENSP00000332225	ENSP00000249016	ENSG00000183395	ENSG00000128285	10421368
GAL_GALR3	GAL	GALR3	51083	8484	ENSP00000265643	ENSP00000249041	ENSG00000069482	ENSG00000128310	9722565
GALP_GALR3	GALP	GALR3	85569	8484	ENSP00000349884	ENSP00000249041	ENSG00000197487	ENSG00000128310	9832121
NTNG2_LRRC4	NTNG2	LRRC4	84628	64101	ENSP00000376921	ENSP00000249363	ENSG00000196358	ENSG00000128594	17973922
WNT4_SMO	WNT4	SMO	54361	6608	ENSP00000290167	ENSP00000249373	ENSG00000162552	ENSG00000128602	32103204
BMP2_SMO	BMP2	SMO	650	6608	ENSP00000368104	ENSP00000249373	ENSG00000125845	ENSG00000128602	32103204
SHH_SMO	SHH	SMO	6469	6608	ENSP00000297261	ENSP00000249373	ENSG00000164690	ENSG00000128602	16867986
CCL5_ACKR4	CCL5	ACKR4	6352	51554	ENSP00000474412	ENSP00000249887	ENSG00000271503	ENSG00000129048	21056554,12885941
CCL11_ACKR4	CCL11	ACKR4	6356	51554	ENSP00000302234	ENSP00000249887	ENSG00000172156	ENSG00000129048	10734104
CCL21_ACKR4	CCL21	ACKR4	6366	51554	ENSP00000259607	ENSP00000249887	ENSG00000137077	ENSG00000129048	23341447
CCL25_ACKR4	CCL25	ACKR4	6370	51554	ENSP00000375086	ENSP00000249887	ENSG00000131142	ENSG00000129048	23341447
CCL7_ACKR4	CCL7	ACKR4	6354	51554	ENSP00000367832	ENSP00000249887	ENSG00000108688	ENSG00000129048	10734104
CXCL13_ACKR4	CXCL13	ACKR4	10563	51554	ENSP00000286758	ENSP00000249887	ENSG00000156234	ENSG00000129048	24218476,10706668
CCL19_ACKR4	CCL19	ACKR4	6363	51554	ENSP00000308815	ENSP00000249887	ENSG00000172724	ENSG00000129048	23341447
CCL8_ACKR4	CCL8	ACKR4	6355	51554	ENSP00000378118	ENSP00000249887	ENSG00000108700	ENSG00000129048	10734104
S100A9_CD68	S100A9	CD68	6280	968	ENSP00000357727	ENSP00000250092	ENSG00000163220	ENSG00000129226	27312849
S100A8_CD68	S100A8	CD68	6279	968	ENSP00000357722	ENSP00000250092	ENSG00000143546	ENSG00000129226	27312849
PDGFB_ART1	PDGFB	ART1	5155	417	ENSP00000330382	ENSP00000250693	ENSG00000100311	ENSG00000129744	11498506
HLA-A_LILRA1	HLA-A	LILRA1	3105	11024	ENSP00000379873	ENSP00000251372	ENSG00000206503	ENSG00000104974	21559424
HLA-C_LILRA1	HLA-C	LILRA1	3107	11024	ENSP00000365402	ENSP00000251372	ENSG00000204525	ENSG00000104974	21270408
HLA-B_LILRA1	HLA-B	LILRA1	3106	11024	ENSP00000399168	ENSP00000251372	ENSG00000234745	ENSG00000104974	19230061
AFDN_NECTIN2	AFDN	NECTIN2	4301	5819	ENSP00000375960	ENSP00000252483	ENSG00000130396	ENSG00000130202	26198319,32196115
AGT_MAS1	AGT	MAS1	183	4142	ENSP00000355627	ENSP00000252660	ENSG00000135744	ENSG00000130368	26198319,32196115
ADCYAP1_RAMP2	ADCYAP1	RAMP2	116	10266	ENSP00000462647	ENSP00000253796	ENSG00000141433	ENSG00000131477	23745705
GHRH_RAMP2	GHRH	RAMP2	2691	10266	ENSP00000362716	ENSP00000253796	ENSG00000118702	ENSG00000131477	32196115
CALCA_RAMP2	CALCA	RAMP2	796	10266	ENSP00000331746	ENSP00000253796	ENSG00000110680	ENSG00000131477	16531504
ADM_RAMP2	ADM	RAMP2	133	10266	ENSP00000436607	ENSP00000253796	ENSG00000148926	ENSG00000131477	9620797
CGA_RAMP2	CGA	RAMP2	1081	10266	ENSP00000482232	ENSP00000253796	ENSG00000135346	ENSG00000131477	32196115
GCG_RAMP2	GCG	RAMP2	2641	10266	ENSP00000387662	ENSP00000253796	ENSG00000115263	ENSG00000131477	32196115
